Operadora (Operator);Satélite (Satellite);Posição Orbital (Orbital slot);Código do Direito (Code);Tipo de Direito (Type of landing right);Tipo (Type);Data (Date);Documento (Document);Publicação D.O.U (Official Gazette);SEI - Processos (Proceedings)
EMBRATEL TVSAT TELECOMUNICAÇÕES S.A.;STARONE D2;70ºO;-70Ku3030AKa;Brasileiro;Termo;22/03/2012;Termo PVSS/SPV Nº 156/2012-ANATEL;-;201290051789
EMBRATEL TVSAT TELECOMUNICAÇÕES S.A.;STARONE D2;70ºO;-70Ku;Brasileiro;Termo;22/03/2012;Termo PVSS/SPV Nº 156/2012-ANATEL;-;201290051789
EMBRATEL TVSAT TELECOMUNICAÇÕES S.A.;STARONE D2;70ºO;-70Ku3030AKa;Brasileiro;Ato;24/02/2012;Ato Nº 1.073/2012;01/03/2012;53500.015405/2015-62
EMBRATEL TVSAT TELECOMUNICAÇÕES S.A.;STARONE D2;70ºO;-70Ku;Brasileiro;Termo;08/10/2003;Termo PVSS/SPV Nº 002/2003-ANATEL;13/11/2003;53500.083707/2017-25
EMBRATEL TVSAT TELECOMUNICAÇÕES S.A.;STARONE D2;70ºO;-70Ku;Brasileiro;Ato;16/09/2003;Ato Nº 39.094/2003;24/09/2003;53500.005294/2001-81
EMBRATEL TVSAT TELECOMUNICAÇÕES S.A.;STARONE D2;70ºO;-70CX;Brasileiro;Termo;27/07/1998;Termo PVSS/SPV N°001/1998-ANATEL;-;53500.006113/2000-52
EMBRATEL TVSAT TELECOMUNICAÇÕES S.A.;STARONE D2;70ºO;-70Ku;Brasileiro;Termo;27/07/1998;Termo PVSS/SPV N°001/1998-ANATEL;-;53500.006113/2000-52
EUTELSAT DO BRASIL LTDA;EUTELSAT 65 West A;65ºO;-65C30BKu30BKa;Brasileiro;Termo aditivo;16/09/2016;Aditamento ao Termo ORLE/SOR N° 001/2013 – ANATEL;26/09/2016;53500.004357/2016-68
EUTELSAT DO BRASIL LTDA;EUTELSAT 65 West A;65ºO;-65C30BKu30BKa;Brasileiro;Termo;05/06/2013;Termo ORLE/SOR N° 001/2013 – ANATEL;06/06/2013;201390098301
EUTELSAT DO BRASIL LTDA;EUTELSAT 65 West A;65ºO;-65C30BKu30BKa;Brasileiro;Ato;19/04/2013;Ato N° 2.642/2013;03/05/2013;53500.026013/2010
EUTELSAT S/A;EUTELSAT 3B;3ºL;3CKu;Estrangeiro;Ato;05/10/2021;Ato Nº 8809/2021;07/10/2021;53500.010749/2014-02
EUTELSAT S/A;EUTELSAT 3B;3ºL;3CKu;Estrangeiro;Ato;01/03/2018;Ato Nº 1375/2018;14/03/2018;53500.010749/2014-02
EUTELSAT S/A;EUTELSAT 3B;3ºL;3CKu;Estrangeiro;Ato;28/04/2017;Retificação Ato Nº 7973/2017;02/05/2017;53500.010749/2014-02
EUTELSAT S/A;EUTELSAT 3B;3ºL;3CKu;Estrangeiro;Ato;12/04/2017;Ato Nº 7977/2017;24/04/2017;53500.010749/2014-02
EUTELSAT S/A;EUTELSAT 3B;3ºL;3CKu;Estrangeiro;Ato;12/04/2017;Ato Nº 7973/2017;24/04/2017;53500.010749/2014-02
EUTELSAT S/A;EUTELSAT 3B;3ºL;3CKu;Estrangeiro;Termo;21/08/2015;Termo Nº 215/2015 – ORLE/SOR;18/11/2015;53500.010749/2014
EUTELSAT S/A;EUTELSAT 3B;3ºL;3CKu;Estrangeiro;Ato;27/05/2015;Ato Nº 3.228/2015;05/06/2015;53500.010749/2014
EUTELSAT S/A;EUTELSAT 3B;3ºL;3CKu;Estrangeiro;Ato;04/02/2015;Ato Nº 905/2015;09/02/2015;53500.010749/2014
EUTELSAT S/A;EUTELSAT 3B;3ºL;3CKu;Estrangeiro;Ato;29/12/2014;Ato Nº 10.430/2014;30/12/2014;53500.010749/2014
EUTELSAT S/A;EUTELSAT 3B;3ºL;3CKu;Estrangeiro;Ato;20/10/2014;Ato Nº 8.304/2014;24/10/2014;53500.010749/2014
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;29/07/2019;Ato N° 4491/2019;08/08/2019;53500.006199/2015-08
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;08/03/2019;Ato N° 1606/2019;25/03/2019;53500.006199/2015-08
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;04/01/2019;Ato N° 65/2019;08/01/2019;53500.006199/2015-08
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Termo;25/04/2018;TERMO DE AUTORIZAÇÃO Nº 22/2018;27/04/2018;53500.006199/2015-08
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;28/03/2018;Ato N° 2424/2018;04/04/2018;53500.006199/2015-08
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;28/03/2018;Ato N° 2425/2018;04/04/2018;53500.006199/2015-08
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;08/02/2018;Ato N° 945/2018;14/02/2018;53500.006199/2015-08
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;20/07/2017;Ato N° 10526/2017;02/08/2017;53500.065419/2017-99
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;18/11/2016;Ato N° 4951/2016;15/12/2016;53508.006379/2016-92
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;19/04/2016;Ato Nº 1.100/2016;30/05/2016;53508.001832/2016-74
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;30/12/2015;Ato Nº 7.236/2015;11/01/2016;53500.006199/2015-08
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;26/08/2015;Ato Nº 5.391/2015;31/08/2015;53500.006199/2015-08
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Termo;01/07/2014;Termo Nº 67/2014 – ORLE/SOR;26/08/2014;53500.018478/2013,
EUTELSAT S/A;EUTELSAT 8 WEST B;8ºO;-8CKu;Estrangeiro;Ato;31/03/2014;Ato Nº 4.320/2014;04/04/2014;53508.001832/2016-74
GLOBALSTAR LICENSEE LLC;Sistema Globalstar;NGEO;GLO-CSL;Estrangeiro;Termo;09/09/2017;Termo de Autorização Nº 107/2017;12/09/2017;53500.005646/2015-01
GLOBALSTAR LICENSEE LLC;Sistema Globalstar;NGEO;GLO-CSL;Estrangeiro;Ato;12/07/2017;Ato N° 10.303/2017;14/07/2017;53500.005646/2015-01
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Termo aditivo;06/04/2021;5º  Aditamento ao Termo PVSS/SPV Nº 22/2000 – ANATEL;12/04/2021;53500.001205/2015-22
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Ato;14/12/2015;Ato Nº 6.741/2015;20/12/2015;53500.001205/2015-22
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Termo aditivo;12/04/2012;4º Aditamento ao Termo PVSS/SPV Nº 22/2000 – ANATEL;29/04/2012;53500.002454/2003
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Ato;07/04/2011;Ato Nº 2.066/2011;18/04/2011;53500.008550/2009—49
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Termo aditivo;10/04/2008;3º Aditamento ao Termo PVSS/SPV Nº 22/2000 – ANATEL;-;53500.008550/2009-49
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Termo aditivo;10/04/2008;3º Aditamento ao Termo PVSS/SPV Nº 22/2000 – ANATEL;-;53500.002454/2003-00
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Termo aditivo;16/01/2004;2º Aditamento ao Termo PVSS/SPV Nº 22/2000 – ANATEL;30/03/2004;53500001817/2001-10
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Termo aditivo;16/01/2004;Aditamento ao Termo PVSS/SPV Nº 002/98 – ANATEL;30/03/2004;53500002454/2003
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Ato;23/12/2003;Ato Nº 41.396/2003;30/12/2003;53500001817/2001-10
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Despacho;10/07/2003;Despacho nº 068/2003-SPV;-;53500002454/2003
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Ato;11/03/2003;Ato Nº 34.411/2003;16/04/2003;53500.006054/2002-84
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Despacho;10/07/2001;Despacho nº 074/2001-CD;12/07/2001;53500.002454/2003-00
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Ato;30/04/2001;Ato Nº 16.475/2001;03/05/2001;53500001817/2001-10
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Termo aditivo;30/04/2001;Aditamento ao Termo PVSS/SPV N° 22/2000 – ANATEL;03/05/2001;53500001817/2001-10
HISPAMAR SATELITES S.A.;AMAZONAS 2;61ºO;-61KuKa;Brasileiro;Termo;27/09/2000;Termo PVSS/SPV N° 22/2000 – ANATEL;-;53500001817/2001-10
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61KuKa;Brasileiro;Termo aditivo;06/04/2021;5º  Aditamento ao Termo PVSS/SPV Nº 22/2000 – ANATEL;12/04/2021;53500.001205/2015-22
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61C;Brasileiro;Termo aditivo;05/08/2020;Aditamento ao Termo PVSS/SPV Nº 006/2006-ANATEL;06/08/2020;53500.013443/2019-12
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61C;Brasileiro;Termo aditivo;05/08/2020;2º Aditamento ao Termo PVSS/SPV Nº 002/1998-ANATEL;06/08/2020;53500.013443/2019-12
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61C;Brasileiro;Ato;17/07/2020;Ato Nº 3.822/2020;21/07/2020;53500.013443/2019-12
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61KuKa;Brasileiro;Ato;14/12/2015;Ato Nº 6.741/2015;20/12/2015;53500.001205/2015-22
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61KuKa;Brasileiro;Termo aditivo;12/04/2012;4º Aditamento ao Termo PVSS/SPV Nº 22/2000 – ANATEL;29/04/2012;53500.002454/2003
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61KuKa;Brasileiro;Ato;07/04/2011;Ato Nº 2.066/2011;18/04/2011;53500.008550/2009—49
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61C;Brasileiro;Termo;21/03/2006;Termo PVSS/SPV N° 006/2006 – ANATEL;05/04/2006;53500002454/2003
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61C;Brasileiro;Ato;20/12/2005;Ato N° 54.923/2005;23/12/2005;53500002454/2003
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61C;Brasileiro;Termo;15/01/2004;Termo PVSS/SPV N° 002/2004 – ANATEL;30/03/2004;53500.002454/2003-00
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61C;Brasileiro;Despacho;10/07/2003;Despacho nº 068/2003-SPV;-;53500002454/2003
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61C;Brasileiro;Ato;11/03/2003;Ato Nº 34.412/2003;16/04/2003;53500.006054/2002-84
HISPAMAR SATELITES S.A.;AMAZONAS 3;61ºO;-61C;Brasileiro;Termo;27/07/1998;Termo PVSS/SPV N° 002/1998 – ANATEL;-;53500.001817/2001
HISPAMAR SATELITES S.A.;AMAZONAS 5;61ºO;-61KuKa;Brasileiro;Termo aditivo;06/04/2021;5º  Aditamento ao Termo PVSS/SPV Nº 22/2000 – ANATEL;12/04/2021;53500.001205/2015-22
HISPAMAR SATELITES S.A.;AMAZONAS 5;61ºO;-61KuKa;Brasileiro;Ato;14/12/2015;Ato Nº 6.741/2015;20/12/2015;53500.001205/2015-22
HISPAMAR SATELITES S.A.;AMAZONAS 5;61ºO;-61Ku3030A;Brasileiro;Termo;12/08/2014;Termo ORLE/SOR N° 1/2014 – ANATEL;13/08/2014;53500.021277/2014-13
HISPAMAR SATELITES S.A.;AMAZONAS 5;61ºO;-61Ku3030A;Brasileiro;Ato;06/08/2014;Ato Nº 6.913/2014;08/08/2014;53500.021277/2014-13
HISPAMAR SATELITES S.A.;AMAZONAS 5;61ºO;-61KuKa;Brasileiro;Termo aditivo;12/04/2012;4º Aditamento ao Termo PVSS/SPV Nº 22/2000 – ANATEL;29/04/2012;53500.002454/2003
HISPAMAR SATELITES S.A.;AMAZONAS 5;61ºO;-61KuKa;Brasileiro;Ato;07/04/2011;Ato Nº 2.066/2011;18/04/2011;53500.008550/2009—49
HISPAMAR SATELITES S.A.;HISPASAT 74W-1;74ºO;-74Ku3030A;Brasileiro;Termo;02/03/2016;Termo ORLE/SOR N° 004/2016 – ANATEL;04/03/2016;53500.007759/2015-33
HISPAMAR SATELITES S.A.;HISPASAT 74W-1;74ºO;-74Ku3030A;Brasileiro;Ato;24/02/2016;Ato N° 50.476/2016;25/02/2016;53500.007759/2015-33
HISPASAT S.A.;AMAZONAS 2 (E);61ºO;-61C30BKu30B;Estrangeiro;Termo;14/04/2011;Termo PVSS/SPV Nº 002/2011 – ANATEL;27/04/2011;53500.023049/2008
HISPASAT S.A.;AMAZONAS 2 (E);61ºO;-61C30BKu30B;Estrangeiro;Despacho;21/06/2010;Despacho nº 5.018/2010-SPV;28/06/2010;53500.023049/2008
HISPASAT S.A.;AMAZONAS 2 (E);61ºO;-61C30BKu30B;Estrangeiro;Ato;02/10/2009;Ato Nº 5.678/2009;05/10/2009;53500.023049/2008-21
HISPASAT S.A.;HISPASAT 30W-6;30ºO;-30C30BKu30BKu;Estrangeiro;Ato;05/02/2021;Retificação do Ato Nº 8032/2020;05/02/2021;53508.003219/2016-91
HISPASAT S.A.;HISPASAT 30W-6;30ºO;-30C30BKu30BKu;Estrangeiro;Ato;31/12/2020;Ato Nº 8032/2020;06/01/2021;53508.003219/2016-91
HISPASAT S.A.;HISPASAT 30W-6;30ºO;-30C30BKu30BKu;Estrangeiro;Termo;29/04/2020;Termo de Autorização Nº 13/2020;30/04/2020;53508.003219/2016-91
HISPASAT S.A.;HISPASAT 30W-6;30ºO;-30C30BKu30BKu;Estrangeiro;Ato;09/01/2019;Ato Nº 138/2019;07/02/2019;53508.003219/2016-91
HISPASAT S.A.;HISPASAT 30W-6;30ºO;-30C30BKu30BKu;Estrangeiro;Ato;19/04/2018;Ato Nº 2.964/2018;23/04/2018;53508.003219/2016-91
HISPASAT S.A.;HISPASAT 36W-1;36ºO;-36Ku;Estrangeiro;Termo;29/04/2020;Termo de Autorização Nº 13/2020;30/04/2020;53508.003219/2016-91
HISPASAT S.A.;HISPASAT 36W-1;36ºO;-36Ku;Estrangeiro;Termo;13/04/2016;Termo Nº 5/2016-ORLE/SOR;-;53500.005857/2013-74
HISPASAT S.A.;HISPASAT 36W-1;36ºO;-36Ku;Estrangeiro;Ato;01/02/2016;Ato Nº 50.266/2016;05/02/2016;53500.005857/2013-74
HUGHES TELECOMUNICAÇÕES DO BRASIL LTDA.;AL YAH 3;20ºO;-20Ka;Brasileiro;Ato;08/05/2020;Ato N° 2.529/2020;30/07/2020;53500.024622/2019-77
HUGHES TELECOMUNICAÇÕES DO BRASIL LTDA.;AL YAH 3;20ºO;-20Ka;Brasileiro;Termo;02/03/2016;Termo ORLE/SOR N° 003/2016 – ANATEL;04/03/2016;53500.007759/2015-33
HUGHES TELECOMUNICAÇÕES DO BRASIL LTDA.;AL YAH 3;20ºO;-20Ka;Brasileiro;Ato;24/02/2016;Ato N° 50.475/2016;25/02/2016;53500.007759/2015-33
HUGUES NETWORK SYSTEMS LLC;JUPITER 3;95,2ºO;-95,2Ka;Estrangeiro;Termo;20/08/2020;Termo de Autorização Nº 127/2020;21/08/2020;53500.055846/2019-21
HUGUES NETWORK SYSTEMS LLC;JUPITER 3;95,2ºO;-95,2Ka;Estrangeiro;Ato;03/06/2020;Ato Nº 2.980/2020;25/06/2020;53500.055846/2019-21
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 24/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 16/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 18/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 20/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 23/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 25/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 17/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 15/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 19/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 21/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;12/08/2021;TERMO DE AUTORIZAÇÃO Nº 22/2021;17/08/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;01/07/2021;Ato Nº 4.949/2021;02/07/2021;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;22/06/2020;Ato Nº 3.295/2020;01/07/2020;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;30/04/2019;Ato Nº 2.891/2019;13/05/2019;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;30/04/2019;Ato Nº 2.889/2019;13/05/2019;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;16/08/2018;Ato Nº 6.227/2018;09/10/2018;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;26/04/2018;Ato Nº 3.206/2018;14/05/2018;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;21/03/2018;Ato Nº 1.905/2018;14/05/2018;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;04/12/2017;Ato Nº 14.460/2017;26/12/2017;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;15/08/2017;Ato Nº 11.335/2017;01/09/2017;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;20/12/2016;Ato Nº 5.554/2016;24/01/2017;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;20/12/2016;Ato Nº 5.557/2016;24/01/2017;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;27/01/2016;Ato Nº 50.193/2016;18/02/2016;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;27/01/2016;Ato Nº 50.192/2016;18/02/2016;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Termo;14/07/2015;Termo ORLE/SOR Nº 179/2015 – ANATEL;15/09/2015;53500.015782/2013-30
INMARSAT GLOBAL LIMITED;Global Xpress;55ºO;-55Ka;Estrangeiro;Ato;28/05/2015;Ato Nº 3.249/2015;16/06/2015;53500.015782/2013-30
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Ato;23/06/2020;Ato Nº 3317/2020;01/07/2020;53500.012900/2016-09
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Ato;03/06/2019;Ato Nº 3502/2019;13/08/2019;53500.006484/2019-44
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Termo;23/11/2018;Termo de Autorização Nº 63/2018;26/11/2018;53500.027328/2018-36
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Termo;05/11/2018;Termo de Autorização Nº 62/2018;07/11/2018;53500.027328/2018-36
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Termo;05/11/2018;Termo de Autorização Nº 70/2018;07/11/2018;53500.027328/2018-36
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Termo;05/11/2018;Termo de Autorização Nº 68/2018;07/11/2018;53500.027328/2018-36
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Termo;05/11/2018;Termo de Autorização Nº 65/2018;07/11/2018;53500.027328/2018-36
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Termo;05/11/2018;Termo de Autorização Nº 66/2018;07/11/2018;53500.027328/2018-36
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Termo;05/11/2018;Termo de Autorização Nº 64/2018;07/11/2018;53500.027328/2018-36
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Termo;05/11/2018;Termo de Autorização Nº 69/2018;07/11/2018;53500.027328/2018-36
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Termo;05/11/2018;Termo de Autorização Nº 61/2018;07/11/2018;53500.027328/2018-36
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Ato;29/01/2018;Ato Nº 703/2018;06/04/2018;53500.012900/2016-09
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Ato;15/08/2017;Ato Nº 11.327/2017;01/09/2017;53500.012900/2016-09
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Ato;26/07/2016;Ato Nº 2.614/2016;27/07/2016;53500.012900/2016-09
INMARSAT SOLUTIONS (CANADA) INC.;Inmarsat 3 AOR East;15,5ºO;-15,5L;Estrangeiro;Despacho;25/05/2016;Despacho Nº 09/2016-SOR;30/05/2016;53500.008376/2016-63
